dataset,sample_id,protocol_id,split_protocol_id,calendar_id,universe_id,preprocessing_id,archived_split,analysis_split,feature_start_date,normalization_basis_date,feature_end_date,data_available_time,decision_cutoff,entry_date,target_end_date,label_available_time,target_definition,included,exclusion_reason
DJIA30_2026,DJIA30_2026:outer_train:000013,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-04-15,2009-04-14,2009-05-05,2009-05-05 close (daily-bar assumption),after 2009-05-05 close,2009-05-06,2009-05-13,2009-05-13 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000014,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-04-22,2009-04-21,2009-05-12,2009-05-12 close (daily-bar assumption),after 2009-05-12 close,2009-05-13,2009-05-20,2009-05-20 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000015,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-04-29,2009-04-28,2009-05-19,2009-05-19 close (daily-bar assumption),after 2009-05-19 close,2009-05-20,2009-05-28,2009-05-28 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000016,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-05-06,2009-05-05,2009-05-27,2009-05-27 close (daily-bar assumption),after 2009-05-27 close,2009-05-28,2009-06-04,2009-06-04 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000017,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-05-13,2009-05-12,2009-06-03,2009-06-03 close (daily-bar assumption),after 2009-06-03 close,2009-06-04,2009-06-11,2009-06-11 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000018,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-05-20,2009-05-19,2009-06-10,2009-06-10 close (daily-bar assumption),after 2009-06-10 close,2009-06-11,2009-06-18,2009-06-18 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000019,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-05-28,2009-05-27,2009-06-17,2009-06-17 close (daily-bar assumption),after 2009-06-17 close,2009-06-18,2009-06-25,2009-06-25 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000020,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-06-04,2009-06-03,2009-06-24,2009-06-24 close (daily-bar assumption),after 2009-06-24 close,2009-06-25,2009-07-02,2009-07-02 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000021,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-06-11,2009-06-10,2009-07-01,2009-07-01 close (daily-bar assumption),after 2009-07-01 close,2009-07-02,2009-07-10,2009-07-10 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000022,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-06-18,2009-06-17,2009-07-09,2009-07-09 close (daily-bar assumption),after 2009-07-09 close,2009-07-10,2009-07-17,2009-07-17 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000023,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-06-25,2009-06-24,2009-07-16,2009-07-16 close (daily-bar assumption),after 2009-07-16 close,2009-07-17,2009-07-24,2009-07-24 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000024,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-07-02,2009-07-01,2009-07-23,2009-07-23 close (daily-bar assumption),after 2009-07-23 close,2009-07-24,2009-07-31,2009-07-31 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000025,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-07-10,2009-07-09,2009-07-30,2009-07-30 close (daily-bar assumption),after 2009-07-30 close,2009-07-31,2009-08-07,2009-08-07 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000026,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-07-17,2009-07-16,2009-08-06,2009-08-06 close (daily-bar assumption),after 2009-08-06 close,2009-08-07,2009-08-14,2009-08-14 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000027,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-07-24,2009-07-23,2009-08-13,2009-08-13 close (daily-bar assumption),after 2009-08-13 close,2009-08-14,2009-08-21,2009-08-21 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000028,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-07-31,2009-07-30,2009-08-20,2009-08-20 close (daily-bar assumption),after 2009-08-20 close,2009-08-21,2009-08-28,2009-08-28 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000029,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-08-07,2009-08-06,2009-08-27,2009-08-27 close (daily-bar assumption),after 2009-08-27 close,2009-08-28,2009-09-04,2009-09-04 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000030,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-08-14,2009-08-13,2009-09-03,2009-09-03 close (daily-bar assumption),after 2009-09-03 close,2009-09-04,2009-09-14,2009-09-14 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000031,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-08-21,2009-08-20,2009-09-11,2009-09-11 close (daily-bar assumption),after 2009-09-11 close,2009-09-14,2009-09-21,2009-09-21 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000032,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-08-28,2009-08-27,2009-09-18,2009-09-18 close (daily-bar assumption),after 2009-09-18 close,2009-09-21,2009-09-28,2009-09-28 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000033,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-09-04,2009-09-03,2009-09-25,2009-09-25 close (daily-bar assumption),after 2009-09-25 close,2009-09-28,2009-10-05,2009-10-05 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000034,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-09-14,2009-09-11,2009-10-02,2009-10-02 close (daily-bar assumption),after 2009-10-02 close,2009-10-05,2009-10-12,2009-10-12 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000035,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-09-21,2009-09-18,2009-10-09,2009-10-09 close (daily-bar assumption),after 2009-10-09 close,2009-10-12,2009-10-19,2009-10-19 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000036,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-09-28,2009-09-25,2009-10-16,2009-10-16 close (daily-bar assumption),after 2009-10-16 close,2009-10-19,2009-10-26,2009-10-26 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000037,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-10-05,2009-10-02,2009-10-23,2009-10-23 close (daily-bar assumption),after 2009-10-23 close,2009-10-26,2009-11-02,2009-11-02 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000038,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-10-12,2009-10-09,2009-10-30,2009-10-30 close (daily-bar assumption),after 2009-10-30 close,2009-11-02,2009-11-09,2009-11-09 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000039,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-10-19,2009-10-16,2009-11-06,2009-11-06 close (daily-bar assumption),after 2009-11-06 close,2009-11-09,2009-11-16,2009-11-16 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000040,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-10-26,2009-10-23,2009-11-13,2009-11-13 close (daily-bar assumption),after 2009-11-13 close,2009-11-16,2009-11-23,2009-11-23 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000041,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-11-02,2009-10-30,2009-11-20,2009-11-20 close (daily-bar assumption),after 2009-11-20 close,2009-11-23,2009-12-01,2009-12-01 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
DJIA30_2026,DJIA30_2026:outer_train:000042,nextclose_t1_t6_stride5_v2_20260905,chronological_90_10_label_availability_purge_v1_20260905,fe19d255f502861d499f679870d5b6f01212fe2f889f404ca2b944e742858905,5db9dc7d2a8fbde2f7d107d0ee5bdb9495c6610317678c885fe929f9fd592de6,f5d484c11758a8783f87628c4576c5c06d97ce97f0d40aa432419b0aa2d8bb73,outer_train,inner_train,2009-11-09,2009-11-06,2009-11-30,2009-11-30 close (daily-bar assumption),after 2009-11-30 close,2009-12-01,2009-12-08,2009-12-08 close (daily-bar assumption),adjusted_close[t+6] / adjusted_close[t+1],True,
