sample_index,input_start_date,normalization_basis_date,information_end_date,input_end_date,execution_date,target_end_date
30,2009-08-24,2009-08-21,2009-09-11,2009-09-11,2009-09-14,2009-09-21
31,2009-08-31,2009-08-28,2009-09-18,2009-09-18,2009-09-21,2009-09-28
32,2009-09-07,2009-09-04,2009-09-25,2009-09-25,2009-09-28,2009-10-05
33,2009-09-14,2009-09-11,2009-10-02,2009-10-02,2009-10-05,2009-10-12
34,2009-09-21,2009-09-18,2009-10-09,2009-10-09,2009-10-12,2009-10-19
35,2009-09-28,2009-09-25,2009-10-16,2009-10-16,2009-10-19,2009-10-26
36,2009-10-05,2009-10-02,2009-10-23,2009-10-23,2009-10-26,2009-11-02
37,2009-10-12,2009-10-09,2009-10-30,2009-10-30,2009-11-02,2009-11-09
38,2009-10-19,2009-10-16,2009-11-06,2009-11-06,2009-11-09,2009-11-16
39,2009-10-26,2009-10-23,2009-11-13,2009-11-13,2009-11-16,2009-11-23
40,2009-11-02,2009-10-30,2009-11-20,2009-11-20,2009-11-23,2009-11-30
41,2009-11-09,2009-11-06,2009-11-27,2009-11-27,2009-11-30,2009-12-07
42,2009-11-16,2009-11-13,2009-12-04,2009-12-04,2009-12-07,2009-12-14
43,2009-11-23,2009-11-20,2009-12-11,2009-12-11,2009-12-14,2009-12-21
44,2009-11-30,2009-11-27,2009-12-18,2009-12-18,2009-12-21,2009-12-28
45,2009-12-07,2009-12-04,2009-12-25,2009-12-25,2009-12-28,2010-01-05
46,2009-12-14,2009-12-11,2010-01-04,2010-01-04,2010-01-05,2010-01-12
47,2009-12-21,2009-12-18,2010-01-11,2010-01-11,2010-01-12,2010-01-19
48,2009-12-28,2009-12-25,2010-01-18,2010-01-18,2010-01-19,2010-01-26
49,2010-01-05,2010-01-04,2010-01-25,2010-01-25,2010-01-26,2010-02-02
50,2010-01-12,2010-01-11,2010-02-01,2010-02-01,2010-02-02,2010-02-09
51,2010-01-19,2010-01-18,2010-02-08,2010-02-08,2010-02-09,2010-02-25
52,2010-01-26,2010-01-25,2010-02-24,2010-02-24,2010-02-25,2010-03-04
53,2010-02-02,2010-02-01,2010-03-03,2010-03-03,2010-03-04,2010-03-11
54,2010-02-09,2010-02-08,2010-03-10,2010-03-10,2010-03-11,2010-03-18
55,2010-02-25,2010-02-24,2010-03-17,2010-03-17,2010-03-18,2010-03-25
56,2010-03-04,2010-03-03,2010-03-24,2010-03-24,2010-03-25,2010-04-01
57,2010-03-11,2010-03-10,2010-03-31,2010-03-31,2010-04-01,2010-04-09
58,2010-03-18,2010-03-17,2010-04-08,2010-04-08,2010-04-09,2010-04-16
59,2010-03-25,2010-03-24,2010-04-15,2010-04-15,2010-04-16,2010-04-23
60,2010-04-01,2010-03-31,2010-04-22,2010-04-22,2010-04-23,2010-04-30
61,2010-04-09,2010-04-08,2010-04-29,2010-04-29,2010-04-30,2010-05-07
62,2010-04-16,2010-04-15,2010-05-06,2010-05-06,2010-05-07,2010-05-14
63,2010-04-23,2010-04-22,2010-05-13,2010-05-13,2010-05-14,2010-05-21
64,2010-04-30,2010-04-29,2010-05-20,2010-05-20,2010-05-21,2010-05-28
65,2010-05-07,2010-05-06,2010-05-27,2010-05-27,2010-05-28,2010-06-04
66,2010-05-14,2010-05-13,2010-06-03,2010-06-03,2010-06-04,2010-06-11
67,2010-05-21,2010-05-20,2010-06-10,2010-06-10,2010-06-11,2010-06-21
68,2010-05-28,2010-05-27,2010-06-18,2010-06-18,2010-06-21,2010-06-28
69,2010-06-04,2010-06-03,2010-06-25,2010-06-25,2010-06-28,2010-07-05
70,2010-06-11,2010-06-10,2010-07-02,2010-07-02,2010-07-05,2010-07-12
71,2010-06-21,2010-06-18,2010-07-09,2010-07-09,2010-07-12,2010-07-19
72,2010-06-28,2010-06-25,2010-07-16,2010-07-16,2010-07-19,2010-07-26
73,2010-07-05,2010-07-02,2010-07-23,2010-07-23,2010-07-26,2010-08-02
74,2010-07-12,2010-07-09,2010-07-30,2010-07-30,2010-08-02,2010-08-09
75,2010-07-19,2010-07-16,2010-08-06,2010-08-06,2010-08-09,2010-08-16
76,2010-07-26,2010-07-23,2010-08-13,2010-08-13,2010-08-16,2010-08-23
77,2010-08-02,2010-07-30,2010-08-20,2010-08-20,2010-08-23,2010-08-30
78,2010-08-09,2010-08-06,2010-08-27,2010-08-27,2010-08-30,2010-09-06
79,2010-08-16,2010-08-13,2010-09-03,2010-09-03,2010-09-06,2010-09-13
80,2010-08-23,2010-08-20,2010-09-10,2010-09-10,2010-09-13,2010-09-20
81,2010-08-30,2010-08-27,2010-09-17,2010-09-17,2010-09-20,2010-09-28
82,2010-09-06,2010-09-03,2010-09-27,2010-09-27,2010-09-28,2010-10-05
83,2010-09-13,2010-09-10,2010-10-04,2010-10-04,2010-10-05,2010-10-12
84,2010-09-20,2010-09-17,2010-10-11,2010-10-11,2010-10-12,2010-10-19
85,2010-09-28,2010-09-27,2010-10-18,2010-10-18,2010-10-19,2010-10-26
86,2010-10-05,2010-10-04,2010-10-25,2010-10-25,2010-10-26,2010-11-02
87,2010-10-12,2010-10-11,2010-11-01,2010-11-01,2010-11-02,2010-11-09
88,2010-10-19,2010-10-18,2010-11-08,2010-11-08,2010-11-09,2010-11-16
89,2010-10-26,2010-10-25,2010-11-15,2010-11-15,2010-11-16,2010-11-23
90,2010-11-02,2010-11-01,2010-11-22,2010-11-22,2010-11-23,2010-11-30
91,2010-11-09,2010-11-08,2010-11-29,2010-11-29,2010-11-30,2010-12-07
92,2010-11-16,2010-11-15,2010-12-06,2010-12-06,2010-12-07,2010-12-14
93,2010-11-23,2010-11-22,2010-12-13,2010-12-13,2010-12-14,2010-12-21
94,2010-11-30,2010-11-29,2010-12-20,2010-12-20,2010-12-21,2010-12-28
95,2010-12-07,2010-12-06,2010-12-27,2010-12-27,2010-12-28,2011-01-04
96,2010-12-14,2010-12-13,2011-01-03,2011-01-03,2011-01-04,2011-01-11
97,2010-12-21,2010-12-20,2011-01-10,2011-01-10,2011-01-11,2011-01-18
98,2010-12-28,2010-12-27,2011-01-17,2011-01-17,2011-01-18,2011-01-25
99,2011-01-04,2011-01-03,2011-01-24,2011-01-24,2011-01-25,2011-02-09
100,2011-01-11,2011-01-10,2011-02-08,2011-02-08,2011-02-09,2011-02-16
101,2011-01-18,2011-01-17,2011-02-15,2011-02-15,2011-02-16,2011-02-23
102,2011-01-25,2011-01-24,2011-02-22,2011-02-22,2011-02-23,2011-03-03
103,2011-02-09,2011-02-08,2011-03-02,2011-03-02,2011-03-03,2011-03-10
104,2011-02-16,2011-02-15,2011-03-09,2011-03-09,2011-03-10,2011-03-17
105,2011-02-23,2011-02-22,2011-03-16,2011-03-16,2011-03-17,2011-03-24
106,2011-03-03,2011-03-02,2011-03-23,2011-03-23,2011-03-24,2011-03-31
107,2011-03-10,2011-03-09,2011-03-30,2011-03-30,2011-03-31,2011-04-11
108,2011-03-17,2011-03-16,2011-04-08,2011-04-08,2011-04-11,2011-04-18
109,2011-03-24,2011-03-23,2011-04-15,2011-04-15,2011-04-18,2011-04-25
110,2011-03-31,2011-03-30,2011-04-22,2011-04-22,2011-04-25,2011-05-03
111,2011-04-11,2011-04-08,2011-04-29,2011-04-29,2011-05-03,2011-05-10
112,2011-04-18,2011-04-15,2011-05-09,2011-05-09,2011-05-10,2011-05-17
113,2011-04-25,2011-04-22,2011-05-16,2011-05-16,2011-05-17,2011-05-24
114,2011-05-03,2011-04-29,2011-05-23,2011-05-23,2011-05-24,2011-05-31
115,2011-05-10,2011-05-09,2011-05-30,2011-05-30,2011-05-31,2011-06-08
116,2011-05-17,2011-05-16,2011-06-07,2011-06-07,2011-06-08,2011-06-15
117,2011-05-24,2011-05-23,2011-06-14,2011-06-14,2011-06-15,2011-06-22
118,2011-05-31,2011-05-30,2011-06-21,2011-06-21,2011-06-22,2011-06-29
119,2011-06-08,2011-06-07,2011-06-28,2011-06-28,2011-06-29,2011-07-06
120,2011-06-15,2011-06-14,2011-07-05,2011-07-05,2011-07-06,2011-07-13
121,2011-06-22,2011-06-21,2011-07-12,2011-07-12,2011-07-13,2011-07-20
122,2011-06-29,2011-06-28,2011-07-19,2011-07-19,2011-07-20,2011-07-27
123,2011-07-06,2011-07-05,2011-07-26,2011-07-26,2011-07-27,2011-08-03
124,2011-07-13,2011-07-12,2011-08-02,2011-08-02,2011-08-03,2011-08-10
125,2011-07-20,2011-07-19,2011-08-09,2011-08-09,2011-08-10,2011-08-17
126,2011-07-27,2011-07-26,2011-08-16,2011-08-16,2011-08-17,2011-08-24
127,2011-08-03,2011-08-02,2011-08-23,2011-08-23,2011-08-24,2011-08-31
128,2011-08-10,2011-08-09,2011-08-30,2011-08-30,2011-08-31,2011-09-07
129,2011-08-17,2011-08-16,2011-09-06,2011-09-06,2011-09-07,2011-09-15
130,2011-08-24,2011-08-23,2011-09-14,2011-09-14,2011-09-15,2011-09-22
131,2011-08-31,2011-08-30,2011-09-21,2011-09-21,2011-09-22,2011-09-29
132,2011-09-07,2011-09-06,2011-09-28,2011-09-28,2011-09-29,2011-10-06
133,2011-09-15,2011-09-14,2011-10-05,2011-10-05,2011-10-06,2011-10-14
134,2011-09-22,2011-09-21,2011-10-13,2011-10-13,2011-10-14,2011-10-21
135,2011-09-29,2011-09-28,2011-10-20,2011-10-20,2011-10-21,2011-10-28
136,2011-10-06,2011-10-05,2011-10-27,2011-10-27,2011-10-28,2011-11-04
137,2011-10-14,2011-10-13,2011-11-03,2011-11-03,2011-11-04,2011-11-11
138,2011-10-21,2011-10-20,2011-11-10,2011-11-10,2011-11-11,2011-11-18
139,2011-10-28,2011-10-27,2011-11-17,2011-11-17,2011-11-18,2011-11-25
140,2011-11-04,2011-11-03,2011-11-24,2011-11-24,2011-11-25,2011-12-02
141,2011-11-11,2011-11-10,2011-12-01,2011-12-01,2011-12-02,2011-12-09
142,2011-11-18,2011-11-17,2011-12-08,2011-12-08,2011-12-09,2011-12-16
143,2011-11-25,2011-11-24,2011-12-15,2011-12-15,2011-12-16,2011-12-23
144,2011-12-02,2011-12-01,2011-12-22,2011-12-22,2011-12-23,2011-12-30
145,2011-12-09,2011-12-08,2011-12-29,2011-12-29,2011-12-30,2012-01-06
146,2011-12-16,2011-12-15,2012-01-05,2012-01-05,2012-01-06,2012-01-13
147,2011-12-23,2011-12-22,2012-01-12,2012-01-12,2012-01-13,2012-01-31
148,2011-12-30,2011-12-29,2012-01-30,2012-01-30,2012-01-31,2012-02-07
149,2012-01-06,2012-01-05,2012-02-06,2012-02-06,2012-02-07,2012-02-14
150,2012-01-13,2012-01-12,2012-02-13,2012-02-13,2012-02-14,2012-02-21
151,2012-01-31,2012-01-30,2012-02-20,2012-02-20,2012-02-21,2012-03-01
152,2012-02-07,2012-02-06,2012-02-29,2012-02-29,2012-03-01,2012-03-08
153,2012-02-14,2012-02-13,2012-03-07,2012-03-07,2012-03-08,2012-03-15
154,2012-02-21,2012-02-20,2012-03-14,2012-03-14,2012-03-15,2012-03-22
155,2012-03-01,2012-02-29,2012-03-21,2012-03-21,2012-03-22,2012-03-29
156,2012-03-08,2012-03-07,2012-03-28,2012-03-28,2012-03-29,2012-04-06
157,2012-03-15,2012-03-14,2012-04-05,2012-04-05,2012-04-06,2012-04-13
158,2012-03-22,2012-03-21,2012-04-12,2012-04-12,2012-04-13,2012-04-20
159,2012-03-29,2012-03-28,2012-04-19,2012-04-19,2012-04-20,2012-04-27
160,2012-04-06,2012-04-05,2012-04-26,2012-04-26,2012-04-27,2012-05-07
161,2012-04-13,2012-04-12,2012-05-04,2012-05-04,2012-05-07,2012-05-14
162,2012-04-20,2012-04-19,2012-05-11,2012-05-11,2012-05-14,2012-05-21
163,2012-04-27,2012-04-26,2012-05-18,2012-05-18,2012-05-21,2012-05-28
164,2012-05-07,2012-05-04,2012-05-25,2012-05-25,2012-05-28,2012-06-04
165,2012-05-14,2012-05-11,2012-06-01,2012-06-01,2012-06-04,2012-06-11
166,2012-05-21,2012-05-18,2012-06-08,2012-06-08,2012-06-11,2012-06-18
167,2012-05-28,2012-05-25,2012-06-15,2012-06-15,2012-06-18,2012-06-25
168,2012-06-04,2012-06-01,2012-06-22,2012-06-22,2012-06-25,2012-07-02
169,2012-06-11,2012-06-08,2012-06-29,2012-06-29,2012-07-02,2012-07-09
170,2012-06-18,2012-06-15,2012-07-06,2012-07-06,2012-07-09,2012-07-16
171,2012-06-25,2012-06-22,2012-07-13,2012-07-13,2012-07-16,2012-07-23
172,2012-07-02,2012-06-29,2012-07-20,2012-07-20,2012-07-23,2012-07-30
173,2012-07-09,2012-07-06,2012-07-27,2012-07-27,2012-07-30,2012-08-06
174,2012-07-16,2012-07-13,2012-08-03,2012-08-03,2012-08-06,2012-08-13
175,2012-07-23,2012-07-20,2012-08-10,2012-08-10,2012-08-13,2012-08-20
176,2012-07-30,2012-07-27,2012-08-17,2012-08-17,2012-08-20,2012-08-27
177,2012-08-06,2012-08-03,2012-08-24,2012-08-24,2012-08-27,2012-09-03
178,2012-08-13,2012-08-10,2012-08-31,2012-08-31,2012-09-03,2012-09-10
179,2012-08-20,2012-08-17,2012-09-07,2012-09-07,2012-09-10,2012-09-17
180,2012-08-27,2012-08-24,2012-09-14,2012-09-14,2012-09-17,2012-09-24
181,2012-09-03,2012-08-31,2012-09-21,2012-09-21,2012-09-24,2012-10-01
182,2012-09-10,2012-09-07,2012-09-28,2012-09-28,2012-10-01,2012-10-08
183,2012-09-17,2012-09-14,2012-10-05,2012-10-05,2012-10-08,2012-10-16
184,2012-09-24,2012-09-21,2012-10-15,2012-10-15,2012-10-16,2012-10-23
185,2012-10-01,2012-09-28,2012-10-22,2012-10-22,2012-10-23,2012-10-30
186,2012-10-08,2012-10-05,2012-10-29,2012-10-29,2012-10-30,2012-11-06
187,2012-10-16,2012-10-15,2012-11-05,2012-11-05,2012-11-06,2012-11-13
188,2012-10-23,2012-10-22,2012-11-12,2012-11-12,2012-11-13,2012-11-20
189,2012-10-30,2012-10-29,2012-11-19,2012-11-19,2012-11-20,2012-11-27
190,2012-11-06,2012-11-05,2012-11-26,2012-11-26,2012-11-27,2012-12-04
191,2012-11-13,2012-11-12,2012-12-03,2012-12-03,2012-12-04,2012-12-11
192,2012-11-20,2012-11-19,2012-12-10,2012-12-10,2012-12-11,2012-12-18
193,2012-11-27,2012-11-26,2012-12-17,2012-12-17,2012-12-18,2012-12-25
194,2012-12-04,2012-12-03,2012-12-24,2012-12-24,2012-12-25,2013-01-03
195,2012-12-11,2012-12-10,2013-01-02,2013-01-02,2013-01-03,2013-01-10
196,2012-12-18,2012-12-17,2013-01-09,2013-01-09,2013-01-10,2013-01-17
197,2012-12-25,2012-12-24,2013-01-16,2013-01-16,2013-01-17,2013-01-24
198,2013-01-03,2013-01-02,2013-01-23,2013-01-23,2013-01-24,2013-01-31
199,2013-01-10,2013-01-09,2013-01-30,2013-01-30,2013-01-31,2013-02-18
200,2013-01-17,2013-01-16,2013-02-06,2013-02-06,2013-02-18,2013-02-25
201,2013-01-24,2013-01-23,2013-02-22,2013-02-22,2013-02-25,2013-03-05
202,2013-01-31,2013-01-30,2013-03-04,2013-03-04,2013-03-05,2013-03-12
203,2013-02-18,2013-02-06,2013-03-11,2013-03-11,2013-03-12,2013-03-19
204,2013-02-25,2013-02-22,2013-03-18,2013-03-18,2013-03-19,2013-03-26
205,2013-03-05,2013-03-04,2013-03-25,2013-03-25,2013-03-26,2013-04-02
206,2013-03-12,2013-03-11,2013-04-01,2013-04-01,2013-04-02,2013-04-11
207,2013-03-19,2013-03-18,2013-04-10,2013-04-10,2013-04-11,2013-04-18
208,2013-03-26,2013-03-25,2013-04-17,2013-04-17,2013-04-18,2013-04-25
209,2013-04-02,2013-04-01,2013-04-24,2013-04-24,2013-04-25,2013-05-03
210,2013-04-11,2013-04-10,2013-05-02,2013-05-02,2013-05-03,2013-05-10
211,2013-04-18,2013-04-17,2013-05-09,2013-05-09,2013-05-10,2013-05-17
212,2013-04-25,2013-04-24,2013-05-16,2013-05-16,2013-05-17,2013-05-24
213,2013-05-03,2013-05-02,2013-05-23,2013-05-23,2013-05-24,2013-05-31
214,2013-05-10,2013-05-09,2013-05-30,2013-05-30,2013-05-31,2013-06-07
215,2013-05-17,2013-05-16,2013-06-06,2013-06-06,2013-06-07,2013-06-17
216,2013-05-24,2013-05-23,2013-06-14,2013-06-14,2013-06-17,2013-06-24
217,2013-05-31,2013-05-30,2013-06-21,2013-06-21,2013-06-24,2013-07-01
218,2013-06-07,2013-06-06,2013-06-28,2013-06-28,2013-07-01,2013-07-08
219,2013-06-17,2013-06-14,2013-07-05,2013-07-05,2013-07-08,2013-07-15
220,2013-06-24,2013-06-21,2013-07-12,2013-07-12,2013-07-15,2013-07-22
221,2013-07-01,2013-06-28,2013-07-19,2013-07-19,2013-07-22,2013-07-29
222,2013-07-08,2013-07-05,2013-07-26,2013-07-26,2013-07-29,2013-08-05
223,2013-07-15,2013-07-12,2013-08-02,2013-08-02,2013-08-05,2013-08-12
224,2013-07-22,2013-07-19,2013-08-09,2013-08-09,2013-08-12,2013-08-19
225,2013-07-29,2013-07-26,2013-08-16,2013-08-16,2013-08-19,2013-08-27
226,2013-08-05,2013-08-02,2013-08-26,2013-08-26,2013-08-27,2013-09-03
227,2013-08-12,2013-08-09,2013-09-02,2013-09-02,2013-09-03,2013-09-10
228,2013-08-19,2013-08-16,2013-09-09,2013-09-09,2013-09-10,2013-09-17
229,2013-08-27,2013-08-26,2013-09-16,2013-09-16,2013-09-17,2013-09-26
230,2013-09-03,2013-09-02,2013-09-25,2013-09-25,2013-09-26,2013-10-03
231,2013-09-10,2013-09-09,2013-10-02,2013-10-02,2013-10-03,2013-10-11
232,2013-09-17,2013-09-16,2013-10-09,2013-10-09,2013-10-11,2013-10-18
233,2013-09-26,2013-09-25,2013-10-17,2013-10-17,2013-10-18,2013-10-25
234,2013-10-03,2013-10-02,2013-10-24,2013-10-24,2013-10-25,2013-11-01
235,2013-10-11,2013-10-09,2013-10-31,2013-10-31,2013-11-01,2013-11-08
236,2013-10-18,2013-10-17,2013-11-07,2013-11-07,2013-11-08,2013-11-15
237,2013-10-25,2013-10-24,2013-11-14,2013-11-14,2013-11-15,2013-11-22
238,2013-11-01,2013-10-31,2013-11-21,2013-11-21,2013-11-22,2013-11-29
239,2013-11-08,2013-11-07,2013-11-28,2013-11-28,2013-11-29,2013-12-06
240,2013-11-15,2013-11-14,2013-12-05,2013-12-05,2013-12-06,2013-12-13
241,2013-11-22,2013-11-21,2013-12-12,2013-12-12,2013-12-13,2013-12-20
242,2013-11-29,2013-11-28,2013-12-19,2013-12-19,2013-12-20,2013-12-27
243,2013-12-06,2013-12-05,2013-12-26,2013-12-26,2013-12-27,2014-01-06
244,2013-12-13,2013-12-12,2014-01-03,2014-01-03,2014-01-06,2014-01-13
245,2013-12-20,2013-12-19,2014-01-10,2014-01-10,2014-01-13,2014-01-20
246,2013-12-27,2013-12-26,2014-01-17,2014-01-17,2014-01-20,2014-01-27
247,2014-01-06,2014-01-03,2014-01-24,2014-01-24,2014-01-27,2014-02-11
248,2014-01-13,2014-01-10,2014-02-10,2014-02-10,2014-02-11,2014-02-18
249,2014-01-20,2014-01-17,2014-02-17,2014-02-17,2014-02-18,2014-02-25
250,2014-01-27,2014-01-24,2014-02-24,2014-02-24,2014-02-25,2014-03-05
251,2014-02-11,2014-02-10,2014-03-04,2014-03-04,2014-03-05,2014-03-12
252,2014-02-18,2014-02-17,2014-03-11,2014-03-11,2014-03-12,2014-03-19
253,2014-02-25,2014-02-24,2014-03-18,2014-03-18,2014-03-19,2014-03-26
254,2014-03-05,2014-03-04,2014-03-25,2014-03-25,2014-03-26,2014-04-02
255,2014-03-12,2014-03-11,2014-04-01,2014-04-01,2014-04-02,2014-04-10
256,2014-03-19,2014-03-18,2014-04-09,2014-04-09,2014-04-10,2014-04-17
257,2014-03-26,2014-03-25,2014-04-16,2014-04-16,2014-04-17,2014-04-24
258,2014-04-02,2014-04-01,2014-04-23,2014-04-23,2014-04-24,2014-05-02
259,2014-04-10,2014-04-09,2014-04-30,2014-04-30,2014-05-02,2014-05-09
260,2014-04-17,2014-04-16,2014-05-08,2014-05-08,2014-05-09,2014-05-16
261,2014-04-24,2014-04-23,2014-05-15,2014-05-15,2014-05-16,2014-05-23
262,2014-05-02,2014-04-30,2014-05-22,2014-05-22,2014-05-23,2014-05-30
263,2014-05-09,2014-05-08,2014-05-29,2014-05-29,2014-05-30,2014-06-09
264,2014-05-16,2014-05-15,2014-06-06,2014-06-06,2014-06-09,2014-06-16
265,2014-05-23,2014-05-22,2014-06-13,2014-06-13,2014-06-16,2014-06-23
266,2014-05-30,2014-05-29,2014-06-20,2014-06-20,2014-06-23,2014-06-30
267,2014-06-09,2014-06-06,2014-06-27,2014-06-27,2014-06-30,2014-07-07
268,2014-06-16,2014-06-13,2014-07-04,2014-07-04,2014-07-07,2014-07-14
269,2014-06-23,2014-06-20,2014-07-11,2014-07-11,2014-07-14,2014-07-21
270,2014-06-30,2014-06-27,2014-07-18,2014-07-18,2014-07-21,2014-07-28
271,2014-07-07,2014-07-04,2014-07-25,2014-07-25,2014-07-28,2014-08-04
272,2014-07-14,2014-07-11,2014-08-01,2014-08-01,2014-08-04,2014-08-11
273,2014-07-21,2014-07-18,2014-08-08,2014-08-08,2014-08-11,2014-08-18
274,2014-07-28,2014-07-25,2014-08-15,2014-08-15,2014-08-18,2014-08-25
275,2014-08-04,2014-08-01,2014-08-22,2014-08-22,2014-08-25,2014-09-01
276,2014-08-11,2014-08-08,2014-08-29,2014-08-29,2014-09-01,2014-09-09
277,2014-08-18,2014-08-15,2014-09-05,2014-09-05,2014-09-09,2014-09-16
278,2014-08-25,2014-08-22,2014-09-15,2014-09-15,2014-09-16,2014-09-23
279,2014-09-01,2014-08-29,2014-09-22,2014-09-22,2014-09-23,2014-09-30
280,2014-09-09,2014-09-05,2014-09-29,2014-09-29,2014-09-30,2014-10-07
281,2014-09-16,2014-09-15,2014-10-06,2014-10-06,2014-10-07,2014-10-15
282,2014-09-23,2014-09-22,2014-10-14,2014-10-14,2014-10-15,2014-10-22
283,2014-09-30,2014-09-29,2014-10-21,2014-10-21,2014-10-22,2014-10-29
284,2014-10-07,2014-10-06,2014-10-28,2014-10-28,2014-10-29,2014-11-05
285,2014-10-15,2014-10-14,2014-11-04,2014-11-04,2014-11-05,2014-11-12
286,2014-10-22,2014-10-21,2014-11-11,2014-11-11,2014-11-12,2014-11-19
287,2014-10-29,2014-10-28,2014-11-18,2014-11-18,2014-11-19,2014-11-26
288,2014-11-05,2014-11-04,2014-11-25,2014-11-25,2014-11-26,2014-12-03
289,2014-11-12,2014-11-11,2014-12-02,2014-12-02,2014-12-03,2014-12-10
290,2014-11-19,2014-11-18,2014-12-09,2014-12-09,2014-12-10,2014-12-17
291,2014-11-26,2014-11-25,2014-12-16,2014-12-16,2014-12-17,2014-12-24
292,2014-12-03,2014-12-02,2014-12-23,2014-12-23,2014-12-24,2014-12-31
293,2014-12-10,2014-12-09,2014-12-30,2014-12-30,2014-12-31,2015-01-09
294,2014-12-17,2014-12-16,2015-01-08,2015-01-08,2015-01-09,2015-01-16
295,2014-12-24,2014-12-23,2015-01-15,2015-01-15,2015-01-16,2015-01-23
296,2014-12-31,2014-12-30,2015-01-22,2015-01-22,2015-01-23,2015-01-30
297,2015-01-09,2015-01-08,2015-01-29,2015-01-29,2015-01-30,2015-02-06
298,2015-01-16,2015-01-15,2015-02-05,2015-02-05,2015-02-06,2015-02-13
299,2015-01-23,2015-01-22,2015-02-12,2015-02-12,2015-02-13,2015-03-03
300,2015-01-30,2015-01-29,2015-03-02,2015-03-02,2015-03-03,2015-03-10
301,2015-02-06,2015-02-05,2015-03-09,2015-03-09,2015-03-10,2015-03-17
302,2015-02-13,2015-02-12,2015-03-16,2015-03-16,2015-03-17,2015-03-24
303,2015-03-03,2015-03-02,2015-03-23,2015-03-23,2015-03-24,2015-03-31
304,2015-03-10,2015-03-09,2015-03-30,2015-03-30,2015-03-31,2015-04-09
305,2015-03-17,2015-03-16,2015-04-08,2015-04-08,2015-04-09,2015-04-16
306,2015-03-24,2015-03-23,2015-04-15,2015-04-15,2015-04-16,2015-04-23
307,2015-03-31,2015-03-30,2015-04-22,2015-04-22,2015-04-23,2015-04-30
308,2015-04-09,2015-04-08,2015-04-29,2015-04-29,2015-04-30,2015-05-08
309,2015-04-16,2015-04-15,2015-05-07,2015-05-07,2015-05-08,2015-05-15
310,2015-04-23,2015-04-22,2015-05-14,2015-05-14,2015-05-15,2015-05-22
311,2015-04-30,2015-04-29,2015-05-21,2015-05-21,2015-05-22,2015-05-29
312,2015-05-08,2015-05-07,2015-05-28,2015-05-28,2015-05-29,2015-06-05
313,2015-05-15,2015-05-14,2015-06-04,2015-06-04,2015-06-05,2015-06-12
314,2015-05-22,2015-05-21,2015-06-11,2015-06-11,2015-06-12,2015-06-22
315,2015-05-29,2015-05-28,2015-06-18,2015-06-18,2015-06-22,2015-06-29
